"","x"
"3879",682234.955618853
"3880",527862.180557895
"3881",318163.823611277
"3882",1373198.56641242
"3883",384275.968423712
"3884",458219.958512667
"3885",344069.313515701
"3886",2434157.46651719
"3887",505931.194090722
"3888",464853.986117793
"3889",262269.88390324
"3890",488584.987004952
"3891",397028.690982578
"3892",695319.080768779
"3893",893759.124876429
"3894",493924.720365893
"3895",433632.340919649
"3896",346015.202038922
"3897",625122.685869182
"3898",507967.422596973
"3899",419542.125281881
"3900",509437.580433514
"3901",613748.57790267
"3902",454601.014064315
"3903",895937.901548857
"3904",272750.399890158
"3905",797940.783161159
"3906",761297.31167965
"3907",620604.416207112
"3908",538788.518451435
"3909",1040229.7328137
"3910",416294.622549588
"3911",476306.361849251
"3912",371659.044099638
"3913",684714.328511673
"3914",380788.918283178
"3915",565106.817694285
"3916",595478.456229017
"3917",432419.023229996
"3918",452357.089154138
"3919",724603.335645335
"3920",862292.75707733
"3921",538561.988494744
"3922",1053120.91184429
"3923",306147.856645119
"3924",901827.887855764
"3925",364411.404552622
"3926",464794.588714177
"3927",428194.81629621
"3928",654697.629219668
"3929",224664.383517877
"3930",592335.952787017
"3931",836427.269414246
"3932",445222.228666033
"3933",348269.018264668
"3934",905903.519569464
"3935",668377.471472751
"3936",499590.206710806
"3937",270024.79155045
"3938",340137.673577414
"3939",505558.96982507
"3940",1440095.5765562
"3941",994442.068081217
"3942",936805.740178242
"3943",414904.947518892
"3944",296228.450052061
"3945",612987.206424759
"3946",471989.820790547
"3947",1083099.71888195
"3948",417883.432671709
"3949",565213.73369401
"3950",931255.521008153
"3951",507630.571956758
"3952",469035.629170545
"3953",658164.749261876
"3954",1148641.4140295
"3955",400685.855647885
"3956",627186.421495488
"3957",1342085.4335646
"3958",451565.534893854
"3959",527705.297071467
"3960",605609.088381302
"3961",603290.130141019
"3962",613910.326654225
"3963",613910.326654225
"3964",1602076.09779027
"3965",776892.342644407
"3966",263346.48434333
"3967",574959.006315613
"3968",347931.508266295
"3969",610912.361041805
"3970",401272.315579969
"3971",522476.690858546
"3972",500995.157022708
"3973",608219.046206912
"3974",592452.34879722
"3975",678474.148183584
"3976",302617.61888217
"3977",514000.604539887
"3978",545900.888924684
"3979",914903.845157509
"3980",555405.003736933
"3981",374547.410289621
"3982",1182842.24677617
"3983",747486.917639293
"3984",555878.436559849
"3985",580229.143370382
"3986",789650.46515702
"3987",472811.901283127
"3988",457264.549599934
"3989",280430.879762655
"3990",899153.692907531
"3991",298414.64552324
"3992",454695.065336388
"3993",818957.118865613
"3994",728236.102098558
"3995",530862.097626991
"3996",295754.531994243
"3997",1211364.36852739
"3998",740601.286100781
"3999",273318.931745331
"4000",667742.817878505
"4001",341788.160968207
"4002",1410831.9631329
"4003",633897.288775525
"4004",567572.9763297
"4005",1096856.58788675
"4006",483848.429631557
"4007",522453.04924937
"4008",296884.779715937
"4009",561740.173720518
"4010",606892.932615428
"4011",540840.691621379
"4012",234290.114008558
"4013",585419.705887735
"4014",707381.927002972
"4015",621604.681725224
"4016",928289.235094217
"4017",377569.775039206
"4018",1250517.42627658
"4019",317844.292061481
"4020",463184.603912124
"4021",433479.011329924
"4022",298802.011349067
"4023",2327718.3772398
"4024",351271.318213904
"4025",1089634.43108978
"4026",556604.46779704
"4027",653588.200764605
"4028",442521.23337648
"4029",761607.554411059
"4030",894251.495610792
"4031",1518088.55078024
"4032",576375.43699132
"4033",653521.743647765
"4034",707483.979723409
"4035",518119.924492567
"4036",457118.032563291
"4037",576342.22021779
"4038",433072.283265171
"4039",290671.383786486
"4040",1616006.57565744
"4041",329573.120863157
"4042",328406.343457435
"4043",399272.755163418
"4044",464276.760257548
"4045",450344.824245719
"4046",423169.07695153
"4047",485330.996667575
"4048",639789.852322549
"4049",220024.755931142
"4050",265065.828454072
"4051",294879.728247996
"4052",767639.067910271
"4053",430384.751286591
"4054",593218.730759613
"4055",460837.984104633
"4056",286457.31727221
"4057",808221.965590096
"4058",473907.152484227
"4059",1007751.74535482
"4060",236459.181047667
"4061",815306.415934025
"4062",544368.655778963
"4063",493641.95868559
"4064",687572.185344233
"4065",454364.814384207
"4066",520708.481304462
"4067",779935.036842474
"4068",545563.847889178
"4069",544174.540430209
"4070",510777.582084041
"4071",550862.026552643
"4072",479111.604599099
"4073",514783.11527576
"4074",415047.501901335
"4075",371081.120023018
"4076",600124.486081801
"4077",380328.430997402
"4078",258303.676053565
"4079",523828.043307795
"4080",321122.24759762
"4081",364053.389754269
"4082",299196.502566956
"4083",456657.361603015
"4084",517892.217378557
"4085",315068.646212679
"4086",745587.288294755
"4087",520072.800058654
"4088",495784.471306267
"4089",610589.788950588
"4090",334047.630407949
"4091",1586578.24440949
"4092",898401.437802422
"4093",1627024.45858363
"4094",1252447.54171636
"4095",401107.674238821
"4096",427537.941795407
"4097",411298.511649149
"4098",390389.135769413
"4099",302429.96545903
"4100",884108.162518206
"4101",550563.909305256
"4102",286119.204567816
"4103",522498.147670495
"4104",419162.528812017
"4105",825066.945966794
"4106",303741.513047211
"4107",1173539.13022237
"4108",518119.924492567
"4109",438772.320419019
"4110",867143.943419538
"4111",454472.723456868
"4112",550818.106243577
"4113",677797.590927603
"4114",633513.492053877
"4115",463152.83158003
"4116",293287.351782269
"4117",468633.03408237
"4118",497612.690840387
"4119",594701.991492327
"4120",458072.787038549
"4121",365801.116280382
"4122",850788.668590807
"4123",367142.8900871
"4124",273406.646642988
"4125",509622.077198551
"4126",444137.114843251
"4127",327312.035008233
"4128",356901.554280419
"4129",570320.245258018
"4130",759743.466180931
"4131",910716.223835176
"4132",554125.426297397
"4133",508109.455659964
"4134",792539.248730169
"4135",607178.509220141
"4136",454463.003755425
"4137",507575.803008163
"4138",1400252.60982157
"4139",749565.079015831
"4140",1462256.47914213
"4141",239351.051536784
"4142",915428.417634948
"4143",334308.371171521
"4144",492191.922699157
"4145",662743.488746498
"4146",509210.286874881
"4147",364482.067557715
"4148",620221.413459143
"4149",259979.397276555
"4150",401009.359442684
"4151",380441.687811832
"4152",1015642.11179044
"4153",455164.574398445
"4154",858618.860525226
"4155",527352.844349742
"4156",678895.963969388
"4157",526178.526479466
"4158",585530.214539523
"4159",511351.287480554
"4160",458888.65809774
"4161",323132.263292977
"4162",351863.642465902
"4163",750256.946128578
"4164",1024665.44921931
"4165",398415.853582315
"4166",320106.416214583
"4167",463940.693989649
"4168",647984.173253726
"4169",690404.506972255
"4170",504031.884007109
"4171",469880.870637357
"4172",429515.252683265
"4173",1808048.20372401
"4174",509335.718301472
"4175",599460.180673639
"4176",303793.199301551
"4177",452915.837182813
"4178",401925.680955223
"4179",469410.187053142
"4180",554775.876573478
"4181",777082.665182257
"4182",368451.136303079
"4183",896718.88120129
"4184",405438.737834416
"4185",474742.005830776
"4186",334656.501100559
"4187",1975512.68367444
"4188",1950601.59000058
"4189",362836.892075232
"4190",379425.246495755
"4191",1809537.10822548
"4192",387140.910500471
"4193",346682.422939143
"4194",453986.463859319
"4195",771760.334721038
"4196",777537.859529301
"4197",539376.210462364
"4198",265729.124622669
"4199",1194175.96893171
"4200",420354.424772069
"4201",505121.029168606
"4202",459144.123963724
"4203",399024.017683478
"4204",287041.267399603
"4205",835192.004573678
"4206",576719.782668539
"4207",749702.275867932
"4208",775915.156308327
"4209",663279.574521808
"4210",315837.817816232
"4211",1552178.68358623
"4212",576761.401584039
"4213",1161910.01995629
"4214",895990.510765073
"4215",426994.178445512
"4216",522570.427833326
"4217",420907.671473379
"4218",329115.484857809
"4219",375645.717969871
"4220",1706062.37071255
"4221",372686.308082051
"4222",639841.275829955
"4223",531699.236742126
"4224",296238.361920267
"4225",1071649.32010022
"4226",356264.776328404
"4227",559361.868178679
"4228",450624.062021655
"4229",258612.98976836
